,Forma
9132,boleto
9133,credito
9134,pix
9135,credito
9136,debito
9137,boleto
9138,credito
9139,dinheiro
9140,credito
9141,pix
9142,pix
9143,credito
9144,credito
9145,boleto
9146,debito
9147,credito
9148,credito
9149,credito
9150,credito
9151,credito
9152,debito
9153,credito
9154,credito
9155,credito
9156,credito
9157,credito
9158,debito
9159,debito
9160,credito
9161,credito
9162,credito
9163,boleto
9164,pix
9165,credito
9166,credito
9167,credito
9168,credito
9169,boleto
9170,credito
9171,credito
9172,credito
9173,credito
9174,pix
9175,debito
9176,credito
9177,credito
9178,credito
9179,credito
9180,pix
9181,credito
9182,credito
9183,credito
9184,debito
9185,credito
9186,credito
9187,dinheiro
9188,credito
9189,credito
9190,debito
9191,credito
9192,credito
9193,boleto
9194,boleto
9195,credito
9196,credito
9197,dinheiro
9198,pix
9199,pix
9200,pix
9201,credito
9202,credito
9203,credito
9204,credito
9205,credito
9206,dinheiro
9207,pix
9208,credito
9209,pix
9210,pix
9211,credito
9212,debito
9213,credito
9214,credito
9215,credito
9216,credito
9217,debito
9218,pix
9219,boleto
9220,credito
9221,credito
9222,dinheiro
9223,credito
9224,credito
9225,credito
9226,credito
9227,debito
9228,credito
9229,debito
9230,dinheiro
9231,credito
9232,pix
9233,credito
9234,dinheiro
9235,credito
9236,credito
9237,boleto
9238,credito
9239,credito
9240,debito
9241,boleto
9242,debito
9243,credito
9244,pix
9245,credito
9246,credito
9247,credito
9248,credito
9249,credito
9250,credito
9251,debito
9252,pix
9253,debito
9254,credito
9255,credito
9256,credito
9257,debito
9258,pix
9259,credito
9260,pix
9261,credito
9262,debito
9263,credito
9264,credito
9265,boleto
9266,dinheiro
9267,pix
9268,credito
9269,credito
9270,pix
9271,credito
9272,credito
9273,pix
9274,pix
9275,debito
9276,dinheiro
9277,dinheiro
9278,credito
9279,credito
9280,pix
9281,dinheiro
9282,debito
9283,credito
9284,credito
9285,credito
9286,debito
9287,pix
9288,credito
9289,pix
9290,credito
9291,credito
9292,credito
9293,credito
9294,credito
9295,credito
9296,dinheiro
9297,credito
9298,credito
9299,credito
9300,credito
9301,credito
9302,credito
9303,credito
9304,credito
9305,pix
9306,credito
9307,credito
9308,credito
9309,credito
9310,credito
9311,pix
9312,credito
9313,credito
9314,pix
9315,credito
9316,pix
9317,boleto
9318,pix
9319,pix
9320,dinheiro
9321,credito
9322,credito
9323,boleto
9324,credito
9325,debito
9326,credito
9327,credito
9328,credito
9329,debito
9330,boleto
9331,credito
9332,dinheiro
9333,credito
9334,credito
9335,credito
9336,credito
9337,credito
9338,credito
9339,credito
9340,credito
9341,pix
9342,credito
9343,debito
9344,pix
9345,credito
9346,pix
9347,credito
9348,boleto
9349,credito
9350,credito
9351,credito
9352,credito
9353,credito
9354,credito
9355,credito
9356,pix
9357,credito
9358,credito
9359,credito
9360,credito
9361,dinheiro
9362,credito
9363,pix
9364,debito
9365,dinheiro
9366,credito
9367,credito
9368,credito
9369,pix
9370,credito
9371,credito
9372,pix
9373,credito
9374,boleto
9375,credito
9376,credito
9377,credito
9378,pix
9379,credito
9380,credito
9381,credito
9382,credito
9383,credito
9384,boleto
9385,pix
9386,credito
9387,dinheiro
9388,credito
9389,credito
9390,credito
9391,credito
9392,credito
9393,credito
9394,pix
9395,credito
9396,pix
9397,dinheiro
9398,credito
9399,credito
9400,credito
9401,boleto
9402,credito
9403,credito
9404,pix
9405,pix
9406,credito
9407,credito
9408,credito
9409,boleto
9410,credito
9411,debito
9412,credito
9413,boleto
9414,boleto
9415,credito
9416,credito
9417,credito
9418,debito
9419,credito
9420,boleto
9421,debito
9422,credito
9423,credito
9424,pix
9425,credito
9426,boleto
9427,credito
9428,credito
9429,credito
9430,credito
9431,debito
9432,credito
9433,credito
9434,credito
9435,credito
9436,pix
9437,credito
9438,credito
9439,credito
9440,credito
9441,credito
9442,pix
9443,credito
9444,debito
9445,credito
9446,debito
9447,credito
9448,credito
9449,debito
9450,credito
9451,credito
9452,credito
9453,pix
9454,credito
9455,credito
9456,credito
9457,credito
9458,dinheiro
9459,dinheiro
9460,pix
9461,credito
9462,credito
9463,credito
9464,credito
9465,boleto
9466,pix
9467,pix
9468,credito
9469,credito
9470,credito
9471,credito
9472,credito
9473,boleto
9474,debito
9475,credito
9476,credito
9477,pix
9478,credito
9479,debito
9480,debito
9481,credito
9482,credito
9483,credito
9484,credito
9485,boleto
9486,debito
9487,credito
9488,credito
9489,credito
9490,credito
9491,credito
9492,credito
9493,credito
9494,credito
9495,credito
9496,credito
9497,credito
9498,dinheiro
9499,debito
9500,credito
9501,boleto
9502,pix
9503,credito
9504,credito
9505,credito
9506,dinheiro
9507,credito
9508,pix
9509,dinheiro
9510,credito
9511,boleto
9512,credito
9513,credito
9514,credito
9515,debito
9516,credito
9517,boleto
9518,credito
9519,debito
9520,credito
9521,credito
9522,credito
9523,credito
9524,credito
9525,credito
9526,credito
9527,credito
9528,pix
9529,credito
9530,credito
9531,credito
9532,credito
9533,pix
9534,credito
9535,pix
9536,credito
9537,pix
9538,credito
9539,debito
9540,dinheiro
9541,pix
9542,credito
9543,credito
9544,credito
9545,debito
9546,pix
9547,credito
9548,pix
9549,credito
9550,credito
9551,dinheiro
9552,debito
9553,credito
9554,credito
9555,debito
9556,credito
9557,credito
9558,credito
9559,credito
9560,debito
9561,credito
9562,pix
9563,credito
9564,pix
9565,credito
9566,credito
9567,pix
9568,pix
9569,boleto
9570,credito
9571,pix
9572,credito
9573,credito
9574,credito
9575,credito
9576,pix
9577,debito
9578,credito
9579,pix
9580,boleto
9581,credito
9582,credito
9583,credito
9584,credito
9585,pix
9586,credito
9587,credito
9588,credito
9589,pix
9590,credito
9591,dinheiro
9592,credito
9593,credito
9594,credito
9595,dinheiro
9596,credito
9597,credito
9598,pix
9599,credito
9600,credito
9601,credito
9602,boleto
9603,credito
9604,pix
9605,pix
9606,credito
9607,credito
9608,pix
9609,pix
9610,boleto
9611,credito
9612,credito
9613,credito
9614,credito
9615,credito
9616,pix
9617,credito
9618,boleto
9619,credito
9620,boleto
9621,credito
9622,pix
9623,credito
9624,credito
9625,boleto
9626,debito
9627,credito
9628,credito
9629,credito
9630,boleto
9631,credito
9632,pix
9633,dinheiro
9634,dinheiro
9635,debito
9636,credito
9637,credito
9638,credito
9639,credito
9640,credito
9641,boleto
9642,credito
9643,credito
9644,credito
9645,credito
9646,boleto
9647,credito
9648,debito
9649,credito
9650,pix
9651,credito
9652,credito
9653,debito
9654,pix
9655,credito
9656,debito
9657,pix
9658,credito
9659,boleto
9660,credito
9661,debito
9662,dinheiro
9663,boleto
9664,debito
9665,credito
9666,debito
9667,debito
9668,credito
9669,credito
9670,dinheiro
9671,credito
9672,boleto
9673,credito
9674,credito
9675,pix
9676,credito
9677,credito
9678,credito
9679,credito
9680,credito
9681,pix
9682,debito
9683,debito
9684,credito
9685,dinheiro
9686,pix
9687,credito
9688,debito
9689,credito
9690,credito
9691,credito
9692,debito
9693,credito
9694,debito
9695,credito
9696,credito
9697,credito
9698,boleto
9699,credito
9700,credito
9701,credito
9702,pix
9703,credito
9704,credito
9705,credito
9706,credito
9707,pix
9708,credito
9709,credito
9710,debito
9711,credito
9712,credito
9713,credito
9714,pix
9715,pix
9716,credito
9717,credito
9718,credito
9719,pix
9720,dinheiro
9721,credito
9722,debito
9723,dinheiro
9724,boleto
9725,credito
9726,credito
9727,pix
9728,credito
9729,credito
9730,boleto
9731,debito
9732,credito
9733,debito
9734,pix
9735,credito
9736,credito
9737,credito
9738,dinheiro
9739,credito
9740,credito
9741,credito
9742,debito
9743,debito
9744,pix
9745,debito
9746,credito
9747,pix
9748,credito
9749,dinheiro
9750,pix
9751,credito
9752,credito
9753,credito
9754,credito
9755,credito
9756,credito
9757,credito
9758,credito
9759,debito
9760,debito
9761,credito
9762,credito
9763,debito
9764,credito
9765,credito
9766,debito
9767,credito
9768,credito
9769,credito
9770,debito
9771,credito
9772,pix
9773,credito
9774,debito
9775,debito
9776,credito
9777,credito
9778,credito
9779,credito
9780,boleto
9781,pix
9782,credito
9783,credito
9784,credito
9785,credito
9786,credito
9787,dinheiro
9788,pix
9789,credito
9790,debito
9791,dinheiro
9792,pix
9793,credito
9794,credito
9795,pix
9796,credito
9797,dinheiro
9798,credito
9799,credito
9800,credito
9801,pix
9802,pix
9803,credito
9804,pix
9805,debito
9806,credito
9807,dinheiro
9808,credito
9809,credito
9810,debito
9811,credito
9812,boleto
9813,credito
9814,credito
9815,credito
9816,boleto
9817,pix
9818,credito
9819,credito
9820,credito
9821,credito
9822,credito
9823,credito
9824,credito
9825,pix
9826,credito
9827,credito
9828,pix
9829,pix
9830,debito
9831,pix
9832,credito
9833,credito
9834,credito
9835,boleto
9836,credito
9837,pix
9838,debito
9839,pix
9840,pix
9841,pix
9842,credito
9843,credito
9844,credito
9845,boleto
9846,credito
9847,boleto
9848,debito
9849,debito
9850,credito
9851,pix
9852,boleto
9853,dinheiro
9854,pix
9855,credito
9856,credito
9857,credito
9858,credito
9859,pix
9860,credito
9861,credito
9862,credito
9863,credito
9864,credito
9865,debito
9866,pix
9867,pix
9868,pix
9869,credito
9870,credito
9871,debito
9872,credito
9873,debito
9874,credito
9875,debito
9876,credito
9877,credito
9878,credito
9879,pix
9880,pix
9881,credito
9882,boleto
9883,debito
9884,boleto
9885,pix
9886,boleto
9887,credito
9888,credito
9889,dinheiro
9890,credito
9891,debito
9892,debito
9893,credito
9894,credito
9895,credito
9896,credito
9897,credito
9898,credito
9899,credito
9900,dinheiro
9901,credito
9902,credito
9903,credito
9904,credito
9905,credito
9906,credito
9907,credito
9908,credito
9909,credito
9910,credito
9911,credito
9912,boleto
9913,credito
9914,credito
9915,credito
9916,credito
9917,credito
9918,credito
9919,credito
9920,credito
9921,boleto
9922,credito
9923,boleto
9924,debito
9925,credito
9926,credito
9927,debito
9928,debito
9929,credito
9930,credito
9931,credito
9932,debito
9933,credito
9934,pix
9935,credito
9936,dinheiro
9937,pix
9938,credito
9939,credito
9940,credito
9941,debito
9942,credito
9943,pix
9944,credito
9945,pix
9946,credito
9947,credito
9948,credito
9949,pix
9950,credito
9951,credito
9952,dinheiro
9953,credito
9954,credito
9955,credito
9956,credito
9957,dinheiro
9958,credito
9959,credito
9960,boleto
9961,credito
9962,credito
9963,boleto
9964,credito
9965,credito
9966,credito
9967,credito
9968,credito
9969,pix
9970,pix
9971,pix
9972,credito
9973,credito
9974,dinheiro
9975,credito
9976,credito
9977,pix
9978,dinheiro
9979,credito
9980,credito
9981,credito
9982,debito
9983,debito
9984,credito
9985,pix
9986,credito
9987,credito
9988,dinheiro
9989,credito
9990,pix
9991,dinheiro
9992,credito
9993,credito
9994,credito
9995,credito
9996,credito
9997,debito
9998,credito
9999,credito
10000,debito
10001,credito
10002,dinheiro
10003,credito
10004,credito
10005,pix
10006,credito
10007,boleto
10008,credito
10009,debito
10010,credito
10011,credito
10012,credito
10013,credito
10014,debito
10015,credito
10016,pix
10017,credito
10018,credito
10019,pix
10020,credito
10021,credito
10022,credito
10023,debito
10024,pix
10025,credito
10026,credito
10027,dinheiro
10028,debito
10029,pix
10030,pix
10031,credito
10032,boleto
10033,pix
10034,credito
10035,credito
10036,credito
10037,credito
10038,credito
10039,credito
10040,credito
10041,credito
10042,pix
10043,pix
10044,credito
10045,credito
10046,credito
10047,boleto
10048,credito
10049,credito
10050,credito
10051,credito
10052,pix
10053,pix
10054,boleto
10055,credito
10056,dinheiro
10057,debito
10058,pix
10059,credito
10060,credito
10061,debito
10062,debito
10063,debito
10064,debito
10065,credito
10066,pix
10067,debito
10068,credito
10069,boleto
10070,pix
10071,pix
10072,pix
10073,credito
10074,credito
10075,credito
10076,credito
10077,credito
10078,credito
10079,credito
10080,credito
10081,pix
10082,credito
10083,pix
10084,pix
10085,debito
10086,credito
10087,boleto
10088,credito
10089,credito
10090,credito
10091,credito
10092,credito
10093,credito
10094,debito
10095,debito
10096,credito
10097,pix
10098,credito
10099,pix
10100,boleto
10101,credito
10102,credito
10103,credito
10104,credito
10105,pix
10106,credito
10107,credito
10108,dinheiro
10109,credito
10110,credito
10111,credito
10112,credito
10113,credito
10114,debito
10115,credito
10116,credito
10117,credito
10118,debito
10119,pix
10120,credito
10121,pix
10122,credito
10123,boleto
10124,credito
10125,debito
10126,credito
10127,credito
10128,pix
10129,credito
10130,debito
10131,credito
10132,boleto
10133,pix
10134,credito
10135,boleto
10136,pix
10137,credito
10138,pix
10139,credito
10140,credito
10141,pix
10142,credito
10143,credito
10144,credito
10145,pix
10146,credito
10147,debito
10148,credito
10149,credito
10150,credito
10151,boleto
10152,pix
10153,boleto
10154,credito
10155,credito
10156,credito
10157,credito
10158,credito
10159,pix
10160,credito
10161,credito
10162,debito
10163,dinheiro
10164,credito
10165,credito
10166,credito
10167,credito
10168,credito
10169,credito
10170,credito
10171,credito
10172,pix
10173,dinheiro
10174,credito
10175,credito
10176,boleto
10177,credito
10178,credito
10179,debito
10180,debito
10181,pix
10182,credito
10183,credito
10184,pix
10185,pix
10186,dinheiro
10187,boleto
10188,credito
10189,credito
10190,credito
10191,boleto
10192,dinheiro
10193,credito
10194,credito
10195,pix
10196,debito
10197,debito
10198,credito
10199,pix
10200,pix
10201,pix
10202,boleto
10203,pix
10204,debito
10205,credito
10206,credito
10207,boleto
10208,credito
10209,credito
10210,credito
10211,credito
10212,credito
10213,boleto
10214,credito
10215,credito
10216,credito
10217,debito
10218,boleto
10219,credito
10220,credito
10221,pix
10222,credito
10223,boleto
10224,credito
10225,credito
10226,credito
10227,credito
10228,credito
10229,pix
10230,credito
10231,pix
10232,pix
10233,credito
10234,pix
10235,pix
10236,credito
10237,credito
10238,pix
10239,credito
10240,dinheiro
10241,pix
10242,pix
10243,credito
10244,credito
10245,credito
10246,credito
10247,debito
10248,credito
10249,boleto
10250,credito
10251,credito
10252,pix
10253,credito
10254,credito
10255,credito
10256,credito
10257,credito
10258,credito
10259,credito
10260,credito
10261,debito
10262,credito
10263,debito
10264,credito
10265,credito
10266,credito
10267,credito
10268,pix
10269,credito
10270,pix
10271,credito
10272,credito
10273,debito
10274,credito
10275,pix
10276,credito
10277,credito
10278,credito
10279,pix
10280,pix
10281,credito
10282,credito
10283,credito
10284,credito
10285,credito
10286,pix
10287,credito
10288,credito
10289,debito
10290,credito
10291,pix
10292,debito
10293,credito
10294,debito
10295,dinheiro
10296,credito
10297,pix
10298,credito
10299,credito
10300,boleto
10301,credito
10302,credito
10303,boleto
10304,pix
10305,credito
10306,debito
10307,pix
10308,pix
10309,credito
10310,credito
10311,credito
10312,credito
10313,credito
10314,boleto
10315,credito
10316,credito
10317,debito
10318,pix
10319,boleto
10320,credito
10321,boleto
10322,debito
10323,boleto
10324,boleto
10325,credito
10326,debito
10327,boleto
10328,credito
10329,credito
10330,pix
10331,credito
10332,credito
10333,debito
10334,credito
10335,credito
10336,credito
10337,pix
10338,credito
10339,dinheiro
10340,pix
10341,credito
10342,credito
10343,pix
10344,pix
10345,boleto
10346,credito
10347,boleto
10348,credito
10349,credito
10350,dinheiro
10351,credito
10352,boleto
10353,credito
10354,credito
10355,credito
10356,credito
10357,debito
10358,credito
10359,boleto
10360,pix
10361,credito
10362,credito
10363,pix
10364,boleto
10365,credito
10366,debito
10367,credito
10368,boleto
10369,debito
10370,pix
10371,boleto
10372,credito
10373,credito
10374,credito
10375,credito
10376,credito
10377,pix
10378,pix
10379,credito
10380,credito
10381,credito
10382,debito
10383,pix
10384,credito
10385,credito
10386,credito
10387,pix
10388,credito
10389,credito
10390,credito
10391,credito
10392,credito
10393,credito
10394,credito
10395,credito
10396,credito
10397,credito
10398,credito
10399,credito
10400,credito
10401,boleto
10402,pix
10403,credito
10404,credito
10405,credito
10406,boleto
10407,pix
10408,credito
10409,credito
10410,pix
10411,dinheiro
10412,pix
10413,debito
10414,credito
10415,debito
10416,dinheiro
10417,credito
10418,credito
10419,credito
10420,pix
10421,credito
10422,credito
10423,credito
10424,credito
10425,debito
10426,credito
10427,dinheiro
10428,debito
10429,credito
10430,credito
10431,dinheiro
10432,credito
10433,debito
10434,credito
10435,boleto
10436,credito
10437,boleto
10438,pix
10439,credito
10440,pix
10441,credito
10442,credito
10443,credito
10444,credito
10445,credito
10446,credito
10447,credito
10448,pix
10449,credito
10450,pix
10451,pix
10452,credito
10453,credito
10454,debito
10455,credito
10456,credito
10457,credito
10458,pix
10459,pix
10460,credito
10461,credito
10462,credito
10463,credito
10464,credito
10465,credito
10466,credito
10467,credito
10468,credito
10469,credito
10470,credito
10471,credito
10472,boleto
10473,credito
10474,debito
10475,credito
10476,credito
10477,credito
10478,credito
10479,credito
10480,credito
10481,credito
10482,credito
10483,credito
10484,debito
10485,boleto
10486,credito
10487,credito
10488,credito
10489,credito
10490,debito
10491,pix
10492,pix
10493,debito
10494,pix
10495,credito
10496,boleto
10497,credito
10498,credito
10499,credito
10500,credito
10501,debito
10502,credito
10503,pix
10504,credito
10505,dinheiro
10506,pix
10507,credito
10508,credito
10509,credito
10510,pix
10511,credito
10512,credito
10513,credito
10514,credito
10515,pix
10516,debito
10517,pix
10518,credito
10519,dinheiro
10520,credito
10521,credito
10522,credito
10523,credito
10524,credito
10525,dinheiro
10526,pix
10527,pix
10528,credito
10529,debito
10530,credito
10531,credito
10532,credito
10533,credito
10534,credito
10535,credito
10536,debito
10537,dinheiro
10538,debito
10539,credito
10540,debito
10541,credito
10542,pix
10543,debito
10544,dinheiro
10545,pix
10546,debito
10547,credito
10548,credito
10549,dinheiro
10550,credito
10551,credito
10552,credito
10553,credito
10554,dinheiro
10555,credito
10556,pix
10557,pix
10558,pix
10559,credito
10560,credito
10561,credito
10562,credito
10563,credito
10564,credito
10565,credito
10566,credito
10567,boleto
10568,boleto
10569,boleto
10570,credito
10571,credito
10572,boleto
10573,credito
10574,credito
10575,credito
10576,credito
10577,credito
10578,pix
10579,pix
10580,pix
10581,credito
10582,credito
10583,credito
10584,credito
10585,credito
10586,credito
10587,credito
10588,debito
10589,credito
10590,pix
10591,credito
10592,credito
10593,debito
10594,pix
10595,dinheiro
10596,credito
10597,debito
10598,credito
10599,credito
10600,boleto
10601,debito
10602,pix
10603,boleto
10604,credito
10605,pix
10606,dinheiro
10607,credito
10608,credito
10609,credito
10610,credito
10611,credito
10612,credito
10613,credito
10614,dinheiro
10615,credito
10616,credito
10617,pix
10618,credito
10619,credito
10620,credito
10621,credito
10622,credito
10623,credito
10624,boleto
10625,debito
10626,pix
10627,credito
10628,pix
10629,credito
10630,credito
10631,pix
10632,credito
10633,credito
10634,credito
10635,pix
10636,debito
10637,credito
10638,pix
10639,dinheiro
10640,credito
10641,credito
10642,debito
10643,debito
10644,debito
10645,debito
10646,credito
10647,credito
10648,credito
10649,credito
10650,pix
10651,credito
10652,boleto
10653,credito
10654,credito
10655,pix
10656,debito
10657,debito
10658,pix
10659,credito
10660,credito
10661,debito
10662,boleto
10663,credito
10664,credito
10665,credito
10666,credito
10667,credito
10668,credito
10669,pix
10670,credito
10671,credito
10672,credito
10673,credito
10674,credito
10675,credito
10676,credito
10677,debito
10678,credito
10679,debito
10680,credito
10681,boleto
10682,credito
10683,debito
10684,credito
10685,debito
10686,debito
10687,credito
10688,credito
10689,credito
10690,credito
10691,pix
10692,credito
10693,credito
10694,credito
10695,credito
10696,credito
10697,credito
10698,credito
10699,debito
10700,dinheiro
10701,credito
10702,credito
10703,credito
10704,credito
10705,credito
10706,credito
10707,credito
10708,credito
10709,debito
10710,pix
10711,debito
10712,boleto
10713,credito
10714,boleto
10715,credito
10716,credito
10717,boleto
10718,credito
10719,dinheiro
10720,boleto
10721,credito
10722,dinheiro
10723,credito
10724,credito
10725,pix
10726,debito
10727,credito
10728,credito
10729,credito
10730,credito
10731,credito
10732,credito
10733,credito
10734,boleto
10735,credito
10736,credito
10737,pix
10738,debito
10739,credito
10740,boleto
10741,credito
10742,credito
10743,credito
10744,credito
10745,pix
10746,credito
10747,boleto
10748,boleto
10749,credito
10750,boleto
10751,pix
10752,credito
10753,credito
10754,credito
10755,debito
10756,credito
10757,debito
10758,credito
10759,credito
10760,debito
10761,credito
10762,pix
10763,boleto
10764,credito
10765,credito
10766,credito
10767,credito
10768,pix
10769,credito
10770,credito
10771,credito
10772,credito
10773,credito
10774,dinheiro
10775,credito
10776,credito
10777,credito
10778,credito
10779,credito
10780,credito
10781,credito
10782,boleto
10783,dinheiro
10784,credito
10785,credito
10786,pix
10787,debito
10788,credito
10789,pix
10790,boleto
10791,debito
10792,credito
10793,boleto
10794,credito
10795,credito
10796,credito
10797,debito
10798,credito
10799,credito
10800,boleto
10801,credito
10802,credito
10803,boleto
10804,pix
10805,credito
10806,credito
10807,credito
10808,credito
10809,credito
10810,credito
10811,credito
10812,credito
10813,credito
10814,pix
10815,pix
10816,credito
10817,debito
10818,credito
10819,credito
10820,boleto
10821,credito
10822,dinheiro
10823,credito
10824,credito
10825,credito
10826,pix
10827,credito
10828,credito
10829,credito
10830,debito
10831,credito
10832,credito
10833,boleto
10834,debito
10835,credito
10836,credito
10837,credito
10838,credito
10839,boleto
10840,credito
10841,boleto
10842,credito
10843,credito
10844,credito
10845,credito
10846,credito
10847,pix
10848,boleto
10849,boleto
10850,pix
10851,credito
10852,credito
10853,credito
10854,credito
10855,debito
10856,credito
10857,credito
10858,dinheiro
10859,boleto
10860,credito
10861,debito
10862,credito
10863,pix
10864,credito
10865,credito
10866,credito
10867,debito
10868,pix
10869,dinheiro
10870,credito
10871,credito
10872,credito
10873,credito
10874,pix
10875,credito
10876,credito
10877,pix
10878,debito
10879,credito
10880,credito
10881,credito
10882,boleto
10883,debito
10884,debito
10885,credito
10886,credito
10887,pix
10888,credito
10889,pix
10890,credito
10891,credito
10892,pix
10893,pix
10894,pix
10895,debito
10896,debito
10897,credito
10898,debito
10899,credito
10900,credito
10901,credito
10902,credito
10903,credito
10904,credito
10905,credito
10906,pix
10907,credito
10908,credito
10909,credito
10910,credito
10911,credito
10912,credito
10913,credito
10914,credito
10915,credito
10916,credito
10917,credito
10918,pix
10919,pix
10920,pix
10921,pix
10922,pix
10923,pix
10924,boleto
10925,credito
10926,boleto
10927,pix
10928,credito
10929,credito
10930,credito
10931,credito
10932,credito
10933,credito
10934,credito
10935,credito
10936,credito
10937,credito
10938,dinheiro
10939,dinheiro
10940,dinheiro
10941,credito
10942,debito
10943,credito
10944,credito
10945,credito
10946,credito
10947,dinheiro
10948,credito
10949,credito
10950,pix
10951,pix
10952,credito
10953,credito
10954,credito
10955,credito
10956,credito
10957,dinheiro
10958,pix
10959,credito
10960,credito
10961,credito
10962,credito
10963,boleto
10964,credito
10965,credito
10966,credito
10967,credito
10968,pix
10969,boleto
10970,credito
10971,credito
10972,credito
10973,credito
10974,pix
10975,credito
10976,credito
10977,credito
10978,credito
10979,credito
10980,credito
10981,debito
10982,pix
10983,credito
10984,credito
10985,boleto
10986,debito
10987,dinheiro
10988,boleto
10989,credito
10990,credito
10991,credito
10992,pix
10993,pix
10994,credito
10995,pix
10996,credito
10997,credito
10998,credito
10999,credito
11000,credito
11001,credito
11002,credito
11003,pix
11004,credito
11005,credito
11006,credito
11007,credito
11008,dinheiro
11009,credito
11010,boleto
11011,credito
11012,credito
11013,credito
11014,pix
11015,credito
11016,debito
11017,dinheiro
11018,pix
11019,credito
11020,credito
11021,credito
11022,credito
11023,credito
11024,pix
11025,debito
11026,credito
11027,boleto
11028,credito
11029,credito
11030,credito
11031,credito
11032,boleto
11033,credito
11034,credito
11035,dinheiro
11036,credito
11037,credito
11038,debito
11039,pix
11040,credito
11041,credito
11042,credito
11043,credito
11044,credito
11045,credito
11046,credito
11047,pix
11048,credito
11049,credito
11050,credito
11051,debito
11052,credito
11053,credito
11054,boleto
11055,pix
11056,pix
11057,credito
11058,credito
11059,boleto
11060,pix
11061,credito
11062,credito
11063,credito
11064,credito
11065,credito
11066,credito
11067,credito
11068,credito
11069,debito
11070,credito
11071,pix
11072,credito
11073,pix
11074,dinheiro
11075,boleto
11076,credito
11077,pix
11078,credito
11079,pix
11080,credito
11081,boleto
11082,debito
11083,credito
11084,credito
11085,credito
11086,pix
11087,boleto
11088,credito
11089,credito
11090,credito
11091,credito
11092,pix
11093,credito
11094,debito
11095,credito
11096,credito
11097,boleto
11098,credito
11099,credito
11100,credito
11101,credito
11102,credito
11103,credito
11104,credito
11105,credito
11106,debito
11107,pix
11108,boleto
11109,dinheiro
11110,credito
11111,credito
11112,credito
11113,boleto
11114,credito
11115,credito
11116,debito
11117,credito
11118,credito
11119,credito
11120,credito
11121,dinheiro
11122,dinheiro
11123,credito
11124,pix
11125,credito
11126,pix
11127,credito
11128,credito
11129,credito
11130,debito
11131,boleto
11132,dinheiro
11133,credito
11134,pix
11135,credito
11136,credito
11137,credito
11138,pix
11139,pix
11140,credito
11141,boleto
11142,credito
11143,boleto
11144,credito
11145,credito
11146,credito
11147,credito
11148,boleto
11149,credito
11150,pix
11151,credito
11152,credito
11153,debito
11154,debito
11155,credito
11156,credito
11157,credito
11158,pix
11159,dinheiro
11160,credito
11161,debito
11162,credito
11163,debito
11164,debito
11165,boleto
11166,debito
11167,credito
11168,credito
11169,credito
11170,credito
11171,credito
11172,credito
11173,credito
11174,boleto
11175,debito
11176,boleto
11177,debito
11178,dinheiro
11179,boleto
11180,credito
11181,credito
11182,credito
11183,pix
11184,pix
11185,credito
11186,credito
11187,credito
11188,debito
11189,credito
11190,dinheiro
11191,credito
11192,debito
11193,pix
11194,credito
11195,credito
11196,credito
11197,credito
11198,credito
11199,boleto
11200,credito
11201,dinheiro
11202,credito
11203,credito
11204,credito
11205,boleto
11206,debito
11207,credito
11208,debito
11209,credito
11210,credito
11211,credito
11212,debito
11213,credito
11214,credito
11215,credito
11216,credito
11217,credito
11218,credito
11219,credito
11220,credito
11221,boleto
11222,boleto
11223,pix
11224,pix
11225,pix
11226,credito
11227,credito
11228,credito
11229,credito
11230,dinheiro
11231,credito
11232,boleto
11233,credito
11234,debito
11235,credito
11236,credito
11237,debito
11238,credito
11239,credito
11240,pix
11241,dinheiro
11242,credito
11243,credito
11244,pix
11245,credito
11246,credito
11247,debito
11248,credito
11249,credito
11250,credito
11251,pix
11252,debito
11253,credito
11254,boleto
11255,debito
11256,credito
11257,credito
11258,credito
11259,credito
11260,boleto
11261,credito
11262,pix
11263,debito
11264,credito
11265,debito
11266,pix
11267,boleto
11268,credito
11269,credito
11270,credito
11271,credito
11272,credito
11273,boleto
11274,credito
11275,credito
11276,credito
11277,credito
11278,credito
11279,dinheiro
11280,credito
11281,debito
11282,credito
11283,credito
11284,credito
11285,credito
11286,credito
11287,credito
11288,pix
11289,credito
11290,credito
11291,credito
11292,credito
11293,credito
11294,credito
11295,credito
11296,credito
11297,credito
11298,boleto
11299,credito
11300,credito
11301,credito
11302,credito
11303,credito
11304,credito
11305,credito
11306,credito
11307,credito
11308,credito
11309,credito
11310,credito
11311,credito
11312,dinheiro
11313,credito
11314,credito
11315,credito
11316,debito
11317,credito
11318,dinheiro
11319,credito
11320,boleto
11321,debito
11322,credito
11323,credito
11324,credito
11325,credito
11326,credito
11327,boleto
11328,credito
11329,credito
11330,credito
11331,credito
11332,credito
11333,credito
11334,credito
11335,debito
11336,credito
11337,dinheiro
11338,pix
11339,credito
11340,debito
11341,credito
11342,credito
11343,credito
11344,credito
11345,dinheiro
11346,credito
11347,boleto
11348,debito
11349,credito
11350,credito
11351,debito
11352,credito
11353,credito
11354,debito
11355,credito
11356,pix
11357,credito
11358,credito
11359,pix
11360,pix
11361,credito
11362,credito
11363,credito
11364,dinheiro
11365,credito
11366,pix
11367,credito
11368,pix
11369,pix
11370,pix
11371,credito
11372,credito
11373,credito
11374,dinheiro
11375,credito
11376,credito
11377,credito
11378,credito
